pick,eavar,eavar_upper,eavar_lower,replacement_level
144,2.199350590241351,2.3029748197903395,2.095726360692362,4.585678660491628
145,2.165724373093094,2.2696549539704227,2.0617937922157656,4.585678660491628
146,2.1326510835977315,2.236912700002301,2.028389467193162,4.585678660491628
147,2.1001216297724206,2.204738339682253,1.9955049198625883,4.585678660491628
148,2.0681270691369757,2.173122286006783,1.9631318522671686,4.585678660491628
149,2.036658606255541,2.142055083250969,1.931262129260113,4.585678660491628
150,2.0057075903186865,2.111527407022411,1.899887773614962,4.585678660491628
151,1.9752655127652732,2.081530064277475,1.8690009612530716,4.585678660491628
152,1.9453240049434068,2.0520539932881823,1.8385940165986314,4.585678660491628
153,1.9158748358098636,2.0230902635498165,1.8086594080699108,4.585678660491628
154,1.8869099096673443,1.9946300756209325,1.779189743713756,4.585678660491628
155,1.858421263938932,1.966664760889115,1.7501777669887488,4.585678660491628
156,1.8304010669791477,1.939185781257338,1.7216163527009574,4.585678660491628
157,1.8028416159210012,1.9121847287472882,1.6934985030947143,4.585678660491628
158,1.7757353345584352,1.8856533250173122,1.6658173440995583,4.585678660491628
159,1.7490747712636026,1.8595834207939612,1.638566121733244,4.585678660491628
160,1.7228525969383783,1.8339669952171578,1.6117381986595989,4.585678660491628
161,1.697061602999562,1.8087961551000635,1.5853270508990605,4.585678660491628
162,1.6716946993972082,1.7840631341055557,1.5593262646888606,4.585678660491628
163,1.646744912665545,1.7597602918420083,1.5337295334890815,4.585678660491628
164,1.6222053840059365,1.7358801128816523,1.5085306551302207,4.585678660491628
165,1.598069367401374,1.712415205705354,1.4837235290973938,4.585678660491628
166,1.5743302277619637,1.6893583015780136,1.459302153945914,4.585678660491628
167,1.5509814391009185,1.6667022533591318,1.4352606248427051,4.585678660491628
168,1.528016582740535,1.644440034253277,1.411593131227793,4.585678660491628
169,1.5054293455476717,1.6225647365053524,1.388293954589991,4.585678660491628
170,1.4832135181982462,1.6010695700456052,1.3653574663508872,4.585678660491628
171,1.461362993470261,1.5799478610893436,1.3427781258511784,4.585678660491628
172,1.439871764564911,1.5591930506962628,1.3205504784335593,4.585678660491628
173,1.4187339234552807,1.5387986932941846,1.2986691536163768,4.585678660491628
174,1.3979436592622108,1.5187584551719073,1.2771288633525142,4.585678660491628
175,1.3774952566568617,1.4990661129456457,1.2559244003680776,4.585678660491628
176,1.3573830942895428,1.479715552003415,1.2350506365756706,4.585678660491628
177,1.3376016432443851,1.4607007649314525,1.2145025215573177,4.585678660491628
178,1.318145465519418,1.4420158499265865,1.1942750811122496,4.585678660491628
179,1.2990092125316375,1.423655009198196,1.1743634158650789,4.585678660491628
180,1.280187623646663,1.4056125473632237,1.1547626999301022,4.585678660491628
181,1.2616755247325653,1.3878828698374006,1.13546817962773,4.585678660491628
182,1.2434678267374766,1.3704604812256695,1.1164751722492836,4.585678660491628
183,1.2255595242905883,1.353339983714526,1.0977790648666508,4.585678660491628
184,1.207945694326157,1.3365160754687828,1.0793753131835313,4.585678660491628
185,1.1906214947301308,1.3199835490350456,1.061259440425216,4.585678660491628
186,1.1735821630090317,1.3037372897539807,1.0434270362640827,4.585678660491628
187,1.1568230149807315,1.2877722741832525,1.0258737557782105,4.585678660491628
188,1.1403394434867442,1.2720835685328202,1.0085953184406682,4.585678660491628
189,1.1241269171257056,1.25666632711411,0.991587507137301,4.585678660491628
190,1.1081809790076669,1.2415157908043932,0.9748461672109405,4.585678660491628
191,1.0924972455288806,1.2266272855275737,0.9583672055301875,4.585678660491628
192,1.0770714051667305,1.2119962207524093,0.9421465895810517,4.585678660491628
193,1.0618992172944735,1.1976180880090688,0.9261803465798781,4.585678660491628
194,1.0469765110154778,1.1834884594248116,0.9104645626061441,4.585678660491628
195,1.0322991840166225,1.169602986279438,0.894995381753807,4.585678660491628
196,1.017863201440556,1.1559573975810595,0.8797690053000524,4.585678660491628
197,1.0036645947764988,1.1425474986626627,0.864781690890335,4.585678660491628
198,0.9896994607692831,1.1293691697998005,0.8500297517387656,4.585678660491628
199,0.9759639603463306,1.1164183648497161,0.8355095558429451,4.585678660491628
200,0.9624543175622762,1.1036911099120976,0.8212175252124547,4.585678660491628
201,0.9491668185609461,1.0911835020116047,0.8071501351102874,4.585678660491628
202,0.9360978105544033,1.0788917078022502,0.7933039133065565,4.585678660491628
203,0.9232437008187784,1.066811962293654,0.7796754393439027,4.585678660491628
204,0.9106009557066219,1.0549405675991643,0.7662613438140795,4.585678660491628
205,0.8981660996754801,1.0432738917057476,0.7530583076452126,4.585678660491628
206,0.8859357143324651,1.031808367265584,0.7400630613993462,4.585678660491628
207,0.873906437494516,1.0205404904091875,0.7272723845798446,4.585678660491628
208,0.8620749622641242,1.0094668195799095,0.7146831049483389,4.585678660491628
209,0.8504380361202557,0.9985839743896188,0.7022920978508926,4.585678660491628
210,0.8389924600242162,0.9878886344953353,0.6900962855530972,4.585678660491628
211,0.8277350875402245,0.9773775384965893,0.6780926365838598,4.585678660491628
212,0.8166628239704439,0.9670474828532374,0.6662781650876504,4.585678660491628
213,0.8057726255042352,0.9568953208234738,0.6546499301849966,4.585678660491628
214,0.7950614983814059,0.9469179614217582,0.6432050353410537,4.585678660491628
215,0.7845264980692059,0.9371123683963436,0.6319406277420683,4.585678660491628
216,0.7741647284528703,0.9274755592261368,0.6208538976796039,4.585678660491628
217,0.7639733410394607,0.9180046041365602,0.6099420779423612,4.585678660491628
218,0.7539495341748044,0.9086966251341035,0.5992024432155052,4.585678660491628
219,0.7440905522733106,0.8995487950592675,0.5886323094873536,4.585678660491628
220,0.7343936850604447,0.8905583366575556,0.5782290334633338,4.585678660491628
221,0.7248562668276648,0.8817225216682107,0.5679900119871188,4.585678660491628
222,0.715475675699607,0.8730386699303718,0.5579126814688422,4.585678660491628
223,0.7062493329133206,0.8645041485063292,0.547994517320312,4.585678660491628
224,0.6971747021093586,0.8561163708215656,0.5382330333971517,4.585678660491628
225,0.688249288634518,0.8478727958212477,0.5286257814477882,4.585678660491628
226,0.6794706388560519,0.8397709271428786,0.5191703505692251,4.585678660491628
227,0.6708363394871535,0.8318083123047808,0.5098643666695262,4.585678660491628
228,0.6623440169235373,0.8239825419101097,0.5007054919369649,4.585678660491628
229,0.6539913365909227,0.8162912488660918,0.4916914243157535,4.585678660491628
230,0.6457760023032497,0.8087321076181748,0.4828198969883246,4.585678660491628
231,0.6376957556314515,0.8013028333988208,0.47408867786408226,4.585678660491628
232,0.6297483752825981,0.794001181490616,0.4654955690745801,4.585678660491628
233,0.6219316764892575,0.7868249465034332,0.45703840647508187,4.585678660491628
234,0.614243510408893,0.7797719616653591,0.44871505915242693,4.585678660491628
235,0.6066817635331372,0.7728400981271015,0.44052342893917285,4.585678660491628
236,0.5992443571067794,0.7660272642796082,0.4324614499339505,4.585678660491628
237,0.59192924655631,0.7593314050846374,0.42452708802798256,4.585678660491628
238,0.5847344209278553,0.752750501417994,0.4167183404377166,4.585678660491628
239,0.5776579023343604,0.7462825694252064,0.4090332352435144,4.585678660491628
240,0.5706977454118594,0.7399256598893587,0.40146983093436006,4.585678660491628
241,0.5638520367846853,0.7336778576108536,0.39402621595851706,4.585678660491628
242,0.5571188945394789,0.7275372807988543,0.3867005082801036,4.585678660491628
243,0.5504964677078386,0.7215020804741625,0.3794908549415146,4.585678660491628
244,0.5439829357574846,0.715570439883316,0.3723954316316531,4.585678660491628
245,0.5375765080917869,0.7097405739236633,0.36541244225991054,4.585678660491628
246,0.5312754235575223,0.7040107285791937,0.358540118535851,4.585678660491628
247,0.5250779499607257,0.6983791803669135,0.3517767195545378,4.585678660491628
248,0.5189823835905019,0.6928442357935465,0.34512053138745724,4.585678660491628
249,0.5129870487506727,0.6874042308223611,0.33856986667898425,4.585678660491628
250,0.5070902972991176,0.6820575303499012,0.33212306424833393,4.585678660491628
